2_93	1_288	29.070	344	194	9	68	367	94	431	4.64e-35	132
2_93	1_365	29.915	234	132	11	30	245	27	246	7.62e-17	74.7
2_93	1_253	25.362	138	96	3	133	263	176	313	5.76e-10	55.8
2_93	1_9	22.069	145	107	4	141	281	241	383	1.50e-07	48.1
2_93	1_233	25.000	100	73	2	185	283	157	255	1.68e-07	47.8
2_93	1_315	21.918	219	158	5	138	353	543	751	6.76e-06	43.1
2_93	1_337	23.140	121	92	1	138	257	1263	1383	1.73e-05	42.0
2_93	1_165	23.438	128	93	3	135	258	450	576	2.19e-05	41.2
2_95	1_143	89.268	205	21	1	1	204	1	205	1.16e-128	356
2_96	1_28	91.116	1981	167	3	1	1972	1	1981	0.0	3608
2_96	1_267	32.075	106	59	4	209	313	107	200	2.32e-05	43.9
2_97	1_328	79.454	842	172	1	7	847	8	849	0.0	1307
2_98	1_351	89.673	1559	120	10	1	1524	1	1553	0.0	2699
2_99	1_265	77.992	518	111	2	1	518	1	515	0.0	848
2_99	1_307	77.011	261	57	2	1	261	1	258	1.82e-145	414
2_100	1_8	97.260	73	2	0	1	73	1	73	6.92e-51	149
2_101	1_216	40.541	37	22	0	27	63	98	134	4.57e-04	37.7
2_102	1_263	83.721	86	14	0	1	86	1	86	3.96e-51	150
2_104	1_425	73.122	1291	324	12	6	1289	17	1291	0.0	1913
2_104	1_200	40.994	161	88	3	1016	1176	281	434	2.87e-35	135
2_104	1_200	28.261	138	83	6	827	964	176	297	4.40e-06	45.1
2_104	1_149	21.229	179	129	4	1016	1194	207	373	1.81e-07	50.1
2_104	1_149	29.703	101	53	4	1030	1121	571	662	5.64e-07	48.5
2_104	1_99	27.407	135	87	5	1002	1133	122	248	1.88e-07	49.3
2_104	1_295	26.606	109	67	4	1011	1113	125	226	6.19e-05	40.8
2_104	1_424	25.410	122	81	4	620	741	106	217	6.90e-05	41.6
2_104	1_110	25.405	185	116	5	574	746	60	234	8.02e-05	41.6
2_105	1_411	75.583	643	142	7	1	635	1	636	0.0	935
2_107	1_191	69.280	472	143	2	1	470	1	472	0.0	678
2_107	1_57	21.525	446	312	12	39	467	43	467	5.07e-19	84.0
2_107	1_316	20.155	387	233	11	119	464	193	544	1.52e-04	38.5
2_108	1_166	26.554	177	115	4	1	163	1	176	9.50e-17	69.7
2_109	1_247	87.211	563	71	1	1	562	1	563	0.0	974
2_110	1_267	87.354	1281	104	7	1	1225	1	1279	0.0	2269
2_110	1_28	29.771	131	73	4	109	227	209	332	7.80e-05	41.6
2_111	1_163	85.246	122	18	0	1	122	1	122	2.83e-72	206
2_112	1_44	48.485	825	387	15	1	790	1	822	0.0	709
2_113	1_190	93.125	640	42	2	1	638	1	640	0.0	1220
2_113	1_96	92.105	646	43	2	1	638	1	646	0.0	1215
2_114	1_3	52.560	664	300	8	6	656	8	669	0.0	715
2_115	1_201	74.921	630	150	4	2	623	3	632	0.0	991
2_116	1_114	93.729	5533	286	9	36	5559	30	5510	0.0	10617
2_118	1_225	93.678	174	11	0	1	174	1	174	3.23e-121	334
2_119	1_98	77.665	591	127	4	1	588	1	589	0.0	972
2_120	1_224	68.033	122	36	1	2	120	120	241	1.78e-56	171
2_121	1_18	81.375	451	84	0	1	451	1	451	0.0	791
2_121	1_64	24.242	363	215	13	112	427	135	484	1.13e-15	73.6
2_122	1_269	84.444	540	80	3	1	539	1	537	0.0	926
2_123	1_422	80.288	624	82	11	1	606	1	601	0.0	661
2_123	1_33	48.000	50	26	0	241	290	293	342	1.28e-11	61.2
2_125	1_228	50.761	394	185	6	1	392	1	387	9.39e-142	404
2_126	1_417	61.593	427	152	8	1	415	1	427	1.78e-176	494
2_128	1_337	29.032	217	112	6	35	212	1325	1538	8.67e-21	85.5
2_128	1_357	26.977	215	117	7	49	224	1062	1275	1.20e-16	73.2
2_128	1_90	27.155	232	128	7	17	216	333	555	1.29e-15	70.1
2_128	1_158	27.511	229	122	7	20	216	284	500	3.81e-15	68.6
2_128	1_233	29.936	157	103	3	71	221	238	393	9.00e-15	67.4
2_128	1_9	29.936	157	103	3	71	221	368	523	1.08e-14	67.4
2_128	1_356	27.586	203	106	7	17	187	382	575	1.10e-11	58.5
2_128	1_165	23.228	254	147	6	3	216	492	737	6.16e-11	56.2
2_128	1_188	21.596	213	143	5	30	220	325	535	3.03e-06	42.0
2_128	1_74	26.797	153	100	5	70	215	289	436	3.61e-06	42.0
2_129	1_49	83.010	206	35	0	1	206	1	206	1.41e-111	313
2_130	1_250	90.612	490	46	0	1	490	8	497	0.0	922
2_132	1_92	83.501	1388	204	15	1	1374	1	1377	0.0	2262
2_133	1_20	50.814	799	287	14	235	939	205	991	0.0	726
2_133	1_20	23.250	400	238	16	112	468	346	719	9.33e-11	60.5
2_133	1_20	19.950	401	173	12	387	741	168	466	4.12e-06	45.1
2_133	1_272	26.050	357	224	12	222	574	310	630	2.38e-24	104
2_133	1_272	24.330	448	264	18	331	765	293	678	4.29e-22	97.1
2_133	1_272	24.672	381	233	15	117	487	310	646	1.01e-15	76.3
2_133	1_272	24.798	371	230	15	105	465	324	655	2.13e-15	75.5
2_133	1_62	22.624	442	212	11	268	700	181	501	4.04e-20	90.1
2_133	1_62	24.934	377	231	12	105	467	154	492	1.13e-19	89.0
2_133	1_62	24.832	447	243	16	116	504	85	496	5.50e-19	86.7
2_133	1_62	25.369	339	213	12	392	721	154	461	2.21e-15	75.1
2_133	1_62	20.755	371	199	13	391	723	93	406	8.65e-09	53.5
2_133	1_62	23.950	238	135	8	630	853	87	292	1.64e-05	43.1
2_133	1_62	22.769	325	188	12	553	869	93	362	3.35e-04	38.9
2_133	1_258	22.693	401	246	12	281	669	225	573	2.30e-13	68.6
2_133	1_258	24.044	366	195	15	233	535	250	595	1.10e-12	66.2
2_133	1_258	23.670	376	203	13	363	721	252	560	8.47e-11	60.1
2_133	1_258	24.900	249	150	9	479	721	250	467	1.97e-07	49.3
2_133	1_63	24.895	237	142	4	363	585	135	349	6.01e-13	66.6
2_133	1_63	26.106	226	145	5	229	444	129	342	9.38e-06	43.5
2_133	1_63	22.488	209	125	6	479	655	133	336	1.97e-05	42.7
2_133	1_63	22.596	208	113	4	542	723	123	308	2.76e-05	42.0
2_134	1_361	91.097	629	56	0	1	629	1	629	0.0	1216
2_135	1_144	53.695	1218	516	14	1	1191	1	1197	0.0	1231
2_136	1_194	91.117	698	48	6	1	692	1	690	0.0	1154
2_136	1_371	34.772	417	245	7	181	596	4	394	7.31e-65	215
2_136	1_243	27.451	306	142	6	317	616	12	243	7.74e-31	124
2_137	1_137	75.000	300	72	1	9	308	7	303	2.65e-170	469
2_137	1_226	44.487	263	145	1	6	268	2	263	5.80e-79	237
2_138	1_186	81.951	615	110	1	2	615	1	615	0.0	1065
2_139	1_190	93.157	643	40	3	1	642	1	640	0.0	1224
2_139	1_96	92.284	648	42	3	1	642	1	646	0.0	1219
2_141	1_70	96.825	252	8	0	546	797	174	425	0.0	538
2_141	1_70	91.566	83	4	1	264	343	91	173	3.77e-42	154
2_141	1_300	44.487	263	135	6	540	795	954	1212	1.96e-63	226
2_141	1_91	36.626	243	138	8	555	792	65	296	4.00e-39	142
2_141	1_369	29.412	221	145	6	585	796	206	424	4.22e-31	121
2_142	1_231	76.978	278	59	4	5	279	82	357	2.79e-155	432
2_143	1_183	29.070	172	101	6	381	538	117	281	1.66e-11	60.1
2_143	1_183	47.059	85	39	2	15	98	87	166	2.76e-11	59.7
2_144	1_226	78.327	263	57	0	1	263	1	263	3.29e-158	436
2_144	1_137	46.970	264	139	1	8	270	10	273	5.25e-88	259
2_145	1_257	70.040	247	72	1	1	245	1	247	2.01e-123	346
2_146	1_385	79.230	1324	251	13	68	1377	23	1336	0.0	2128
2_146	1_0	25.373	268	155	6	291	520	23	283	2.17e-17	80.5
2_146	1_0	32.258	93	52	4	592	682	284	367	9.28e-05	40.8
2_147	1_380	86.774	310	35	1	1	304	1	310	0.0	561
2_149	1_35	28.030	264	163	6	3	255	213	460	2.05e-36	129
2_149	1_35	22.330	309	172	10	4	259	105	398	2.38e-11	58.2
2_149	1_230	32.203	59	40	0	4	62	91	149	1.30e-06	42.4
2_149	1_59	32.203	59	40	0	4	62	427	485	1.80e-06	43.1
2_149	1_12	37.705	61	36	2	3	62	51	110	7.08e-06	40.8
2_149	1_297	30.769	52	36	0	4	55	52	103	5.62e-04	33.5
2_150	1_426	87.172	647	83	0	8	654	8	654	0.0	1204
2_151	1_173	60.938	64	17	1	69	132	53	108	6.76e-21	76.6
2_152	1_415	83.721	430	68	1	18	445	1	430	0.0	755
2_153	1_376	87.302	252	32	0	7	258	8	259	3.84e-176	480
2_154	1_26	76.706	2447	538	19	635	3063	2	2434	0.0	3536
2_155	1_190	91.420	641	53	2	1	640	1	640	0.0	1207
2_155	1_96	90.402	646	56	2	1	640	1	646	0.0	1197
2_156	1_240	50.784	510	180	8	1	510	1	439	1.51e-171	486
2_156	1_336	74.634	205	51	1	302	506	114	317	6.63e-115	337
2_156	1_315	76.098	205	49	0	302	506	1088	1292	7.88e-110	349
2_157	1_244	96.429	112	4	0	1	112	15	126	4.04e-78	221
2_157	1_286	93.636	110	7	0	3	112	344	453	1.67e-71	215
2_158	1_57	63.966	469	168	1	5	472	1	469	0.0	619
2_158	1_191	24.703	421	286	12	68	468	58	467	4.07e-21	90.5
2_159	1_73	83.948	542	83	3	1	540	1	540	0.0	902
2_160	1_149	93.830	778	48	0	51	828	1	778	0.0	1496
2_160	1_99	29.060	234	150	8	142	368	23	247	1.46e-20	89.4
2_160	1_99	28.516	256	152	11	512	751	33	273	3.89e-19	84.7
2_160	1_200	26.923	260	171	7	465	714	132	382	5.39e-18	82.0
2_160	1_200	24.664	223	150	7	138	355	169	378	2.39e-14	70.9
2_160	1_332	25.556	270	163	9	131	375	119	375	1.61e-15	74.7
2_160	1_332	23.810	336	185	13	509	781	132	459	1.27e-12	65.5
2_160	1_295	26.573	143	103	2	569	710	90	231	3.74e-09	53.1
2_160	1_295	26.829	123	78	4	264	378	135	253	1.69e-07	48.1
2_160	1_425	22.967	209	127	8	621	813	1031	1221	1.21e-07	50.1
2_160	1_425	21.622	148	109	4	257	397	1017	1164	1.84e-07	49.3
2_161	1_228	44.081	397	201	8	2	394	9	388	5.90e-112	328
2_162	1_35	39.286	280	158	7	7	281	188	460	6.50e-52	171
2_162	1_12	37.079	89	54	1	9	97	28	114	1.53e-11	57.8
2_162	1_230	36.364	88	54	1	10	97	68	153	7.10e-11	54.7
2_162	1_59	36.905	84	51	1	14	97	408	489	4.84e-10	54.3
2_162	1_297	37.662	77	46	1	11	87	30	104	1.50e-07	43.9
2_162	1_165	37.255	51	32	0	47	97	981	1031	4.27e-05	39.3
2_162	1_138	36.364	66	40	1	11	76	41	104	5.81e-05	36.6
2_163	1_211	88.514	1036	118	1	1	1035	3	1038	0.0	1875
2_164	1_389	82.655	565	79	7	1	546	1	565	0.0	917
2_165	1_338	97.710	262	6	0	1	262	1	262	0.0	533
2_165	1_290	25.490	204	136	4	34	233	72	263	6.15e-12	60.1
